Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Malaysia,122799245554.84132,139070187243.6998,154877617003.0734,174237050703.14105,194351292300.14832,217930170050.29123,244118434958.69644,266512514644.4789,249677679352.73666,268736420543.21478,299171136530.6113,307494947108.6148,329122727029.9077,355045553295.5972,389307239402.74207,422924580301.13214,460322765138.39386,502541446422.0708,536927206540.67584,532190031936.5511,578575024351.8431,621861803378.8085,668155626860.0225,691871113876.77,734947546649.7844,750777096659.4349,783874094211.8296,829296989955.6577,890232072067.1841,946384018003.5527,903704331074.4937,970742293867.274
North America,6490378885271.804,6702523873389.355,7096658890267.182,7464793258125.148,7931276663683.687,8314988036887.907,8786633071926.894,9335652107702.607,9859337263733.758,10480569841140.895,11155279128832.836,11523372043638.656,11903774346242.158,12483981565617.307,13304854966332.402,14214774907662.656,15061804494754.969,15780727557535.855,16117161845539.176,15789727462499.3,16417141296635.893,17035054268203.234,17726441064508.88,18401800621779.926,19176555630341.84,19805561310600.453,20378132683934.53,21250609648144.17,22385470714759.676,23231724121650.137,22670346613258.234,24993590877861.25
Namibia,5306206714.672455,5933586893.599452,6505115413.232975,6554122350.128065,6809880160.6043415,7223762436.19051,7590781889.137452,8047542337.868913,8405993281.659012,8811665858.078568,9325989410.437576,9648429868.527376,10268035188.150513,10914620568.408112,12582737052.837736,13305539794.06831,14686256581.962278,15893732061.495068,16627794667.474777,16783900176.036856,18011410906.34738,19321711402.129997,20501646103.422657,21744370572.43174,23796468378.939312,24615023880.538857,24587611895.382782,24438091227.449245,25287138095.032803,25502049005.030018,23779256825.669704,25369378503.462166
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,6123738005.287347,6303004923.024641,6575626149.936996,6753143028.7432995,7025281854.226173,7348843210.661675,7490921266.515368,7736492190.224506,8603783380.248219,8705873816.81499,8795517441.239492,9647348782.05667,10279603015.029716,10710015015.093948,11037524654.486721,12218275710.579563,13342313135.464146,14133536801.69543,15518288520.996061,15924267901.966454,17498071270.01399,18282764961.594578,20618757380.200382,20860788569.330906,21982232411.659607,22908092688.916107,23976535450.202606,25128463060.594357,27584036767.287827,29745628654.418865,31181863187.688904,32916699297.0562
Nigeria,195839425133.27863,203187776260.1709,217442707300.3254,218066727840.12762,218681115361.137,223104405078.36383,236722068665.89758,247876836264.0311,257137118453.37006,262283952796.10196,281680167998.7605,305070775424.83435,357319017181.43365,391142115267.69574,438796089567.5063,481693853407.68176,526645425734.7086,576528142794.4474,627332631841.8789,682094961979.7725,745554750227.782,801440949035.3474,833291994452.731,897506108480.4949,971491854689.888,982912105652.4001,973442207702.0233,990700126987.351,1033871897300.5013,1075605659343.4607,1069037544836.0079,1154069970945.8967
Nicaragua,8235021428.325973,8497395717.442071,8724621292.122065,8896329669.063364,9389579933.019976,10153213391.872517,10995056700.645445,11628315282.91732,12195659712.64522,13237700346.938337,14092863915.77704,14837037901.772049,15181883396.134768,15871760532.123333,17163591530.500887,18459873653.14367,19819800161.260143,21388820268.06246,22548140131.504272,21945441834.67617,23188526437.023754,25165684383.278564,26490325310.97072,27949762382.712692,30355546777.313797,32944994652.22557,35895147406.19091,38334779852.67132,37930327178.303116,37149423254.0008,36924394382.51957,42437268793.3009
Netherlands,286542749949.34454,303457972056.0016,315668733747.6214,327215315770.4007,344098764590.948,362260977580.3978,380633710257.80927,406143111835.00977,435230615545.0938,462796668420.9423,507559373420.9197,532415187523.8237,556285472929.8462,554087885182.4359,583047016225.0646,614044200508.5054,670415498740.7043,719797721460.1256,763407743799.947,736543194741.7557,748422216133.5573,777880906388.8574,792042289740.0316,827475738129.6622,830318571509.8207,851884866008.7064,890488127445.1605,943739691874.9587,996446719459.4907,1023422581997.2899,1033703786007.3822,1118050657345.2358
Norway,78260064583.91322,83402370224.36778,88352111895.52823,93019846807.59996,99809179156.67732,106136616492.43507,117499998885.90956,126025613010.36073,124906978407.39304,136333970612.48705,165880541991.86774,170458684985.42938,172360885220.16223,176174682535.49747,195385512770.541,220981890027.1443,252424511834.57898,263385439466.04156,294277831349.97076,267338645801.64957,283183774154.0014,307471559230.61066,327987730556.9219,340137921349.5901,338506031929.0123,313230605417.60016,308522092432.707,337993790660.9664,370815981929.88226,357234985787.72797,336996381517.0899,428345597568.2654
Nepal,16195204674.979006,17809100163.208202,18962933642.135845,20159768605.97414,22281961821.030483,23538237235.839455,25246362675.773785,26978289337.281418,28104868450.267136,29758555947.4005,32319580727.47518,34633980663.68078,35216020999.656586,37327748401.44222,40124608886.7568,42822630163.47102,45629232066.92497,48461112328.16891,52405679686.91164,55132393546.761894,58482287146.68756,61740123573.587585,67618420433.466385,72735235363.27834,79300444355.34402,80942994654.23305,81508795259.81042,98515977279.28278,108558190021.35075,117856032596.68523,116450074441.23907,126440077054.9807
Nauru,,,,,,,,,,,,,,,43485506.21672829,43490070.48359517,49034991.988710836,38849278.378046,48393132.94409198,53130884.74907546,59743785.85831635,67083599.82929635,76104197.04053539,101141868.81343687,130401282.2384023,136584001.40730897,142879783.82720453,137224096.02699172,149069613.8136152,151736045.11265275,155329933.43908936,164211233.4777895
New Zealand,49494148953.80733,50920076386.48235,52698533576.77295,57033823097.02931,61899494624.10405,65810492915.367355,68930604408.37877,72388499334.57693,73810390775.11758,78923926226.42299,82993411165.69872,87345928885.1912,92024844754.32312,96546618676.86862,102560104153.32622,106147882736.15636,116145778469.23425,124052195848.73412,127057661824.00455,132009122772.21399,135839532696.29535,143362843769.6638,145417090682.00388,160993347759.54562,168435445919.77676,172758850728.0716,188250863284.59036,203223153144.15085,208377209093.5064,226826506957.07083,227316999814.11163,237788575265.38092
OECD members,18391918674697.18,19293307356451.367,20190465609269.68,20909043059326.285,22006709661127.57,23073781023521.184,24296963564122.156,25586664623206.863,26458929481627.645,27685630683573.49,29598632516649.223,30747871986077.715,31940485041828.8,33132657597651.336,35144260749815.58,37059515117633.79,39814303463509.76,42075673509593.06,43511507215642.984,42626850389272.695,44546772188110.414,46640675823686.03,48201708140736.086,50224635015344.836,52026595801245.76,53837781849239.66,56025464302644.3,58513572464125.99,61134062575363.37,62771426162284.484,61527703253839.88,66702610938868.78
Oman,47453070911.86096,52037630866.4417,57701687331.23777,62638954686.188416,66456148830.44878,71239993769.47726,74754033240.8076,80631186064.73718,83693245279.85643,85154027074.37425,92788112934.98862,99131804520.3377,99568448537.45416,98824015983.27551,102788145510.75291,108651319234.64438,118020567926.81909,126607207562.54639,139616456613.50537,149099943562.8219,153478077729.5999,161201808676.58527,177869544675.061,181368915064.59604,178708963770.91324,152786414346.64743,148656050467.36523,155414922984.0898,161175942599.09415,162206357740.82214,158906626092.48236,
Other small states,,,,,,,,,,,233107794567.52084,249634081800.10095,266338380965.47845,284178287915.9123,319950813973.9068,348600024978.1912,401614800218.72546,457203637233.85815,508027013996.20685,528629535811.3145,584344999188.3721,644672055201.2089,688976367800.0568,711371440863.1777,720847950828.9342,627652698013.1301,625756968262.8547,683009081980.2775,713948431160.6343,742204554115.7394,711347336710.2924,766611078195.7223
Pakistan,232796825929.92734,252851107253.48184,278541838299.9388,290156341839.5783,307428330193.23114,329451176484.4134,351742793550.0805,361437950130.5865,374827314649.7652,394022016362.8233,420114745345.5346,444848790600.33997,463114114430.0903,499536413130.18097,551657326011.2089,606045329644.3829,661598992530.7163,712316853842.8966,738330453500.787,764103819059.5919,785711065125.1322,824079094442.9067,847094656786.5828,883375281467.3689,931730729922.6025,981557838891.446,1010729673957.063,1058468637040.1669,1150424987656.5295,1200250216633.5862,1198566159001.5972,1323644691652.227
Panama,12452250187.21239,14085897676.851109,15588510754.577532,16828639715.652973,17677885783.286793,18364726527.01093,19463923199.318665,21078813199.718094,22880981077.975075,24112353543.6219,25328204484.650723,26047566838.2311,27043214971.66225,28736686757.450294,31727719225.991283,35075821488.16704,39286683519.19223,45183764929.2168,50588923723.75074,51546022688.79562,55205700329.9405,62728252363.5053,70433629085.16318,79815096466.42589,89329888802.03447,100479058279.39584,112345910883.70049,125038025703.77234,132743367371.09749,139143893428.56772,115550784073.7189,138809364462.6907
Peru,74109386276.0871,78315887444.98727,79667685039.64714,85832535565.02786,98455605269.37605,107970064885.44284,113024347951.7205,122419998842.56502,123313161276.01958,126920330410.65623,133292951129.358,137138140202.97412,146870909833.53882,156007489645.27173,168138179077.35858,184309663451.31564,204301350018.16663,227696155091.07632,253242622534.5588,257658672769.041,282482512957.9017,306596257463.36096,317719593696.3113,336325852091.0063,346348573214.2341,352617166513.57135,371526141635.46576,393259049121.626,418636804603.18225,435672918754.8105,392630743564.48724,463538286394.4833
Philippines,163907785644.8348,168711289838.42084,173276713135.7241,181254282523.54742,193221571020.2184,206397566791.20908,222493722166.08414,238068903686.53458,239510782868.51743,251014110280.80728,267950886352.15298,282342211209.2761,297398689528.5187,318695129225.0711,348748020798.6628,377461552453.3887,409795068336.715,448307624043.1209,476756081056.12463,486761097716.9375,528741501891.20874,560551170595.1698,612131229679.7218,654004065671.8835,699661967288.6595,733864052010.4495,798601364196.7651,854095492048.7938,929956213045.7733,1004507865722.1907,919850174367.9181,1012713767557.3584
Palau,,,,,,,,,,,190000016.56311455,206792506.54111364,217532707.84187493,214586901.6527886,231047420.80389607,247728725.97991008,254336698.5478847,266489644.01177615,255897022.7566851,240564287.76980236,243981460.44361165,265696417.5529016,275193683.9239374,270527306.4873087,292930878.4569069,318166980.0420177,321087837.74270654,316437632.32335544,323649973.66423935,323192183.1332805,295237539.52562016,
Papua New Guinea,6636017059.449886,7515389695.201012,8751190602.558853,10589297812.06099,11458088488.83107,11310851271.186787,12408712486.540686,12129853121.298315,11804044935.235138,12192508478.839691,12157660319.692177,12416488540.84048,12589966049.527172,13116278567.947721,13834871103.479109,15174028744.980055,16488472207.411545,18257507754.240517,18552510605.35121,19941159315.431385,22224814620.750713,22937846465.9927,24455146244.11735,25835118109.476414,29882684308.500977,32167131000.631897,34273057444.75696,36157916582.92229,36918349113.02759,39262401528.79346,38344859419.241005,40537303553.504425
Poland,235596729851.94125,226476247506.48877,237463198521.19687,252179319031.943,271196611427.1314,296455778636.72955,319647622867.9526,345397548029.1635,366829607250.7553,388183852269.95447,408300721265.8319,425307710140.25854,451281395936.75946,469475440088.8906,509873254482.8133,530377303430.3476,577929296231.7876,640533438047.4839,697829222312.1488,734034112704.2833,801657787640.2844,868896495217.1172,903836389469.1365,934552749787.8884,968368133404.1067,1020392994001.5275,1075392865943.4178,1141694288588.02,1213408517146.2732,1283148291764.7324,1299444847807.875,1416885114554.5024
Pre-demographic dividend,613728602571.7987,640338691676.8112,677882606620.5554,701346457591.9906,718922397184.6581,758436269162.5398,818339057915.0554,893260378857.5139,978951287393.6486,1045029000909.0862,1136193098570.9673,1212329946305.5715,1284445472906.8127,1272369173910.844,1482665191499.7869,1617224970708.189,1770762592332.6326,1924966488831.4207,2087970895482.0554,2198921760802.8345,2369422645757.3086,2523187707813.999,2644820504299.433,2837338435401.586,2994011508399.5684,2923488659184.539,3000624935332.96,3164688448707.802,3328257496944.9844,3498347103283.4043,3456076784009.6973,3730098682416.822
Puerto Rico,47426597933.60926,50160305814.601555,53644928608.14185,57467107056.025734,61151191273.598465,65273562221.12021,68006591479.23096,72555329508.83443,77429965752.9246,82753187706.56969,87396998784.56834,95008109247.70703,97373121484.90028,99347919874.57166,110939770743.37408,112145218363.01479,113976191215.44179,115695288088.25436,115739749173.27408,114207372752.40245,115102268666.27165,117072536776.92345,118421150151.17241,119191962134.50774,119064630803.29103,118145537346.7684,117008511226.76807,114269312175.68677,112146705449.28738,115847646822.5933,112667496277.16252,
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,117538635022.56343,126821459841.92323,131124863812.2435,131490098642.60732,135593819096.96326,144366106900.43216,150129506991.6048,159607574620.87125,169543898888.82462,181041025245.14035,194238900586.28137,202330973364.2896,212108753260.3957,218077802677.52768,225170544275.1354,238691088867.44476,259718676385.13113,271303432506.30783,281542630016.9143,279624307181.718,288243360048.2731,282620727896.60443,277991617084.959,292135407902.92096,298951904406.5314,307229815692.7038,326364349265.68207,340370495824.12524,359198924420.58936,372075451394.4935,351924219905.62006,369627395922.9928
Paraguay,22746564703.992817,24337359042.952866,25314260247.07496,27193516880.73729,29251223502.577744,31902197123.798103,32997580915.347343,34990670008.684074,35408576403.785126,35417039691.358604,35381261094.88935,35876636532.6706,36427986314.99854,38751953053.37239,41406750179.18063,43616304322.85184,47123503440.36762,51020933015.28006,55377518457.18687,55586925017.085495,62496582385.56061,66529576563.464554,64335334008.00263,72020277433.9387,75593778277.39369,76830436044.73647,81617333082.69482,86460026414.3883,91362146609.38338,92622644895.63959,92970506796.92317,100900679064.58011
West Bank and Gaza,,,,,5207987363.464007,5695698760.609804,5870463782.567015,6847578003.811969,7917243160.2503395,8693635940.795336,8129898829.66286,7539062416.920494,6700318473.597731,7790197864.039097,9753188261.891785,11194761199.060051,11425180423.481363,12178463980.083838,13334151737.826897,14572831230.138655,15600009704.272575,17452978799.9046,20918175413.84622,21898799774.89202,22995977751.48451,25425839150.981083,27536200878.24745,28518507331.49373,29558121934.038204,30496822141.99531,27371005983.616047,30518341297.195824
Pacific island small states,4827220287.774104,4957559831.338965,5354536219.330773,5632890932.747839,6028582067.127267,6400107731.298414,6751606323.4973755,6769220878.813927,6952752376.260695,7464431721.763783,7511114560.491462,7790161177.663463,8109546909.464688,8423514649.642469,9016683948.370916,9484229974.790852,9994451460.148586,10269767765.852634,10650400485.90915,10636194480.57318,11109750835.409052,11748347734.421045,12347913558.318184,13127867238.229502,14878005585.38606,16026484500.372303,16584342798.707188,17624033608.576912,18616109651.53902,19026412119.099865,17100464201.473536,17173824947.983511
Post-demographic dividend,17366085957009.086,18171958371142.086,18920566779484.965,19536779805679.977,20502236801907.97,21476577258491.043,22517274070388.3,23623125927197.81,24545912233521.613,25732264077241.9,27492321367379.348,28616889451987.04,29751360803160.72,30883641856398.125,32725649914693.484,34492016228767.324,36921963289819.07,38974495416954.52,40207966435577.99,39274758007183.01,40893102195502.99,42559628449587.13,43879585021690.01,45682230054848.016,47096814003374.97,48506220497538.47,50372201965175.16,52567041904373.59,54978019364735.98,56592201289080.04,55291409083686.42,59742574820114.39
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,57299323482.99485,60874207251.678375,66263168984.90273,70084549422.4804,85796971001.42981,95117561215.35962,123713070609.02098,149908386129.1726,179770533173.25357,202554923809.633,245151377928.8059,283715621778.8618,311040857104.8322,322984775379.1878,317405707351.6468,238529336836.9703,220585133994.75928,249963056673.09372,259095167780.60754,265773042631.77457,259184286829.90283,274066829703.52545
Romania,122447269449.45786,110235220917.48592,102862562126.20114,106910628416.76999,113487054058.36485,123089333018.90489,129922698881.16354,125492465164.34769,124787660270.00621,125764153624.44824,131248401045.54924,144271125997.38138,155641760899.0684,163101372738.6256,192858200278.8127,204713848800.88412,244928320696.08023,286098807346.46405,344671322915.6564,338749155485.3267,343716127791.3672,360565719069.2611,378486474800.0339,395315930297.4633,411273183709.10034,428132941912.1411,478202982766.4164,531674961946.2236,571406029073.0835,617321405195.1155,620134677229.9154,676943600340.9762
Russian Federation,1187861838305.3948,1166054436930.2258,1019326150479.1145,953032494610.6644,851031811018.6841,832874933680.0433,817526684921.467,843109809492.5139,807029157570.9421,870676186417.1343,1000581025238.4336,1074585972513.8735,1167897269467.9377,1338656016320.2063,1473342751156.1765,1696729209938.2456,2133189651012.8792,2377454045295.7104,2878201315078.603,2768599517939.5063,2927003701117.151,3259319197327.178,3480299219245.861,3741783381914.2734,3763534951277.1514,3526235948513.7314,3538975998887.582,3807101264909.2793,4231842328030.9453,4412881400996.632,4381493397728.701,4785445021584.486
Rwanda,4045240448.4439516,4076888451.018673,4414677808.380473,4152862876.741886,2110250172.0103931,2913402798.5144825,3344878720.984913,3873804836.9709864,4264435824.596488,4512730439.17939,5001283738.3485775,5547855232.926916,6377604232.122974,6646705242.828095,7333443747.762279,8272696403.4490185,9314835990.293936,10296818099.402626,11665598984.107273,12473939039.18058,13549765763.850956,14932038616.950338,15705733103.203207,16685961269.113743,18917018886.636528,20516952002.513813,21966073467.47141,23665375199.08509,26309605101.620888,29313776895.892826,28670603112.06869,33112304813.99711
South Asia,1435330597327.0918,1513826340928.9854,1638220201175.177,1748910275601.8662,1893155760255.9578,2065996804329.9224,2246898220449.635,2369718420822.4106,2527936966958.015,2759538081392.779,2936889393869.984,3137381861690.2124,3300692336694.864,3611688552272.5537,3989694537026.274,4426146419823.794,4910758860796.265,5408013226145.923,5686653620662.231,6122604804202.105,6659303101523.88,7140559647735.968,7792811245718.746,8214090810073.791,8628618595673.352,9106605121138.264,9900899419616.027,10577346072834.186,11520870984157.957,12186760945778.67,11694197630430.836,13192303561897.312
Saudi Arabia,520331364966.04224,618659280749.9357,657989449218.6282,664400061844.0997,682379225412.4879,698165655414.2246,729699581225.9775,750475933038.651,780881175606.4122,762084694876.985,823191772526.1904,831546601126.3162,820698404380.3331,930980031089.0278,1032051754839.1094,1123743983497.1892,1190719390370.9673,1245487433752.6436,1348708103884.2012,1329401437573.2268,1413178185785.5483,1586748761444.0757,1672470748636.4978,1680157969486.6038,1722861781899.4192,1541831733218.6409,1475672107357.446,1565891581197.722,1643610544580.7478,1678594246890.7898,1628533458010.396,1751177858646.9185
Sudan,39278598135.35984,43656854990.87021,47588886150.82518,50942657573.07331,52554045018.65024,56873854096.50973,61343268476.40779,73828388882.84499,77876053190.96869,81424921242.5271,88553822725.71098,96434903003.7706,103820481596.24039,112527410530.77168,121488304670.19731,132369174212.04056,145365877062.90164,157856873407.81332,167073277022.96375,163490408364.71606,171838885203.6962,169772374359.29205,137749753316.05817,142297814095.81387,168144123941.59674,172514150125.25363,189556515893.70422,187694696441.51337,187026564548.85025,186225158988.64124,181628528720.04462,189392638875.87234
Senegal,11680676918.381357,12396898392.986195,12846810383.935696,13330209428.456303,13608395967.800646,14653542059.272,15223261548.018227,15957411198.49043,17088855762.835676,18418554573.065773,19568024376.80208,20871435854.373188,21211285156.677467,22839877542.721867,24541984456.547974,26402567294.3712,27851611946.119133,29412987075.45713,31087211460.882534,32147502659.23405,33637035431.676636,34793989168.27583,36713666049.66073,37797219083.61453,40124398370.98999,43317631004.25694,46119109741.56736,49402166472.86096,53723172102.951744,57207049052.93409,58663949709.15236,64807161045.88991
Singapore,72561281482.91296,80032441182.25237,87291408492.36577,99600913924.81725,113015217801.38176,123664373801.96039,135337248810.50183,149120058838.338,147494437699.20172,158126116538.26633,176324268376.11438,178366039186.90753,188252938239.65018,200699505425.47568,226572121052.46982,250890427109.23282,281926225877.87964,315666747919.9789,327716242641.46735,330238767103.9288,382733648573.3545,414966621180.8586,435964936235.0768,448140098629.2243,461771555846.86224,481405402043.1471,501496316172.03406,534905707125.6774,567737068646.4149,584224076701.3729,566768600050.0607,635266669765.6501
Solomon Islands,426870226.9987821,467784320.7578707,539207178.5062472,574067751.4074239,633818982.2889059,712393926.0640739,737116507.6497803,742973578.89434,761039589.368643,768015706.3977393,673281709.6259481,633673138.1118544,625529858.1781508,679486899.6982664,744245107.5057198,810002146.4080606,875695106.4380016,939312926.4031696,1012907137.1751869,1045592682.7168603,1149328821.9693866,1258462056.7320373,1305907468.6720123,1399619729.8745322,1440761765.6614192,1475797349.7711592,1578132719.9698853,1694060819.5194702,1802926864.9010568,1857280226.6982622,1798468947.8713822,1869881544.063536
Sierra Leone,3350200914.4518595,3544956800.8865795,2936383911.5757036,3047304946.402322,3051767860.678448,2866507257.9550734,2970185992.6370807,2843834371.2933183,2927176870.9117303,2909673946.4074163,3173552168.2741265,3039137544.333403,3901874847.007617,4349440336.912721,4760874282.651268,5131374641.763177,5513140170.674968,6118397245.032894,6572367249.761164,6825366577.927374,7276694697.712581,7896957783.01499,9435032175.55611,11988314917.554092,12544191365.384398,11379594527.541893,11701373301.69463,12234073367.641426,12960334789.334509,13885306124.811018,13775967173.611074,14786065118.619352
El Salvador,15416115175.925375,16175570913.10508,17705925159.44053,19180221232.58078,20508965743.137756,21930288570.89153,22513039360.40221,23619895984.106983,24519261944.61994,25402380681.1696,26270890087.882435,27099049238.555763,27954285548.518703,28952221935.955975,29993832484.484104,31772831312.167843,34176273987.941414,35752651302.87989,37213297535.534874,36670077216.15356,37892603260.96629,40156336831.722984,40803596215.31899,43092721853.04238,45533860833.650696,48056303342.88465,51094632264.77868,54005533544.662384,56640682840.355095,59027472792.252846,54612511534.28752,63025598618.71879
San Marino,,,,,,,,1146105222.1480842,1245531912.888253,1377385408.9765708,1439289272.7043161,1553813126.7876916,1582934313.5946634,1676691558.1586738,1800018287.2860806,1901484924.7530758,2035232463.2220988,2238836722.040379,2270345797.467418,2049074388.284241,1960192203.607573,1834547471.4853175,1748023888.7720957,1740502670.6930609,1825987815.7929251,1850298469.0968568,1924933699.4603403,1982111203.6180809,2059782300.8567982,2139935756.185312,2021751373.1352336,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,10595136607.869066,12497918071.27021,14940797380.525105,16108398498.928263,15743349479.849258,17357253757.690903,19095532298.728867,19797265599.28333,21307471986.2039
Serbia,,,,,,36798093430.80981,39819122644.08674,43425181201.7296,45381057070.31148,41683527791.66655,45241750399.750824,48637197273.52506,54159510181.051,57194996268.047646,63344326021.80265,68318821680.43902,75666068095.45076,82941083068.51741,92848576432.11711,91758742125.29785,93317782146.1658,99446616550.98682,100310820360.53122,104804135724.28171,104531245823.28253,105923191242.57092,111931549793.45331,116623638919.82503,123717119918.22708,130725718815.26195,131731603498.01775,146685088088.45602
Sub-Saharan Africa (excluding high income),914842458508.8489,950944400828.9885,971301943015.2241,989000075805.2478,1021049678532.695,1079260924253.3562,1156004273552.425,1226735528128.586,1271919434152.3948,1319776092545.6038,1397364706707.3997,1490276974561.4363,1606093877669.165,1706441938113.167,1867976167156.1162,2043401479809.6948,2235073629642.3247,2437556610224.3184,2615146955215.5244,2711317968631.4575,2904490011108.6025,3092210841270.353,3167183390119.0874,3418161850998.4766,3668209285703.642,3758148129853.719,3888270225723.5024,4040241988128.702,4256865823457.009,4452037868742.625,4421151119140.126,4800329842417.465
South Sudan,,,,,,,,,,,,,,,,,,,25453482654.869785,26908126599.836197,28727446238.791405,27963579014.16951,15364070621.565378,21737660650.462734,15784928984.842545,13230895757.781706,,,,,,
Sub-Saharan Africa,915465164795.1815,951606169584.2024,972028056069.59,989790110022.6886,1021849954523.7053,1080070795293.4325,1156869499413.8137,1227721824110.5137,1273001352551.7795,1320893740630.5437,1398524720030.211,1491435434784.1616,1607284080852.45,1707582887223.0461,1869113051750.4944,2044680054340.665,2236516175061.9355,2439193298067.9863,2616777779950.044,2712940924787.843,2906230284430.888,3094127562477.5933,3169087164053.9473,3420173249259.7627,3670463640991.322,3760458651378.5127,3890809926984.8105,4042937055147.761,4259713585115.285,4455026110821.16,4423940989300.689,4803288970501.48
Small states,,,,,,,,,,,302646833029.9447,322257158464.1139,342821993678.15436,366792512381.3659,408406605630.7408,442962488094.7936,505479756938.2629,567279336349.9376,621971034278.1049,639670552892.4573,698580649366.5947,762919724128.0376,808331931544.0641,834037367155.6642,846921158312.6278,754076062704.9926,752397742989.0585,817126683128.3645,853735438246.7468,885979475073.2681,845072969399.6675,911501184902.7703
Sao Tome and Principe,,,,,,,,,,,,266473333.7978963,277058864.4659449,301098736.65091926,321029980.9841859,354584182.5227178,398845137.97840154,422951582.455342,466351119.58179563,480727738.10405797,518964623.4809276,553046576.2283455,556654533.3779836,637514713.0766097,747127208.9655676,765345672.3332729,790433671.731358,818599649.8690405,862842035.243087,897693236.8267169,936583091.4281819,993060610.2115841
Suriname,2677947940.146323,2843259493.510119,2919687047.147826,2788637732.972086,2945025289.698344,3006779546.453455,3092451078.4225345,3325087561.8806257,3439850366.6812887,3439489286.3178835,3591278179.5561,3826419876.0391808,3994865420.9057565,4330351642.097164,4824556613.754005,5199759311.605348,5670747847.941772,6121694430.586366,6497615904.682592,6736336374.23555,7169667061.128135,7746725931.886149,8543650775.389087,9202825864.079517,9550173377.419456,9622881717.906086,8508517023.728906,10430862509.854305,11208535087.327898,11534348343.858337,9816371214.11188,9868609444.022028
Slovak Republic,,,38049087570.370186,39764306897.75713,43133736025.27823,46611628554.046974,50535807424.56736,54296598485.40353,57263489114.08592,57813914070.622116,61305074440.75043,66622584447.408424,71578545706.95546,76200471390.49173,81800153413.35866,89400253225.07814,101626093588.84666,114062272239.69865,127626916993.84106,124321409798.60852,136415165927.74942,141145550910.63116,145400866528.4555,151117210724.7864,156758949098.9098,162523592812.90942,161000035771.4917,163511752734.62442,170018737606.96213,174350289199.51132,171169481096.47543,179815207248.70584
Slovenia,,,,,,27103045265.799915,28446042306.26023,30350924026.89275,31817135751.295338,33876856910.242947,35803094698.221344,37745959047.87743,40372330211.9372,42134663944.687454,45453884233.88815,47716592229.58853,51617547151.55253,55639916556.28089,59839628015.00183,56167912262.92616,57005657626.587234,59391587736.5899,59745699109.91063,61744411905.6854,63653371400.34977,65265868522.991844,70079356305.42725,75438769514.63547,80802113063.14859,84936451274.92291,83519139709.91377,91917491836.64833
Sweden,174721056261.70065,178559728624.5421,180513018663.22,180974705702.00455,192103404899.39923,203849787904.69855,211543106835.63007,219433862138.39838,229132582622.2779,243339601758.0245,262776601952.89264,266234726012.48123,276017763557.30054,285004832920.32043,304508471479.7872,309212862460.07306,342608940542.0272,374204037729.23145,388684182888.5477,374539177855.29254,395981238881.8058,421515976518.429,432488311645.09546,444616519268.39343,457507742235.10565,481170737701.31696,500423685300.4324,522476835542.4346,544594045419.7411,561214693598.1111,570111093189.3107,617907203164.4099
Eswatini,2890524131.6651607,3040879647.7861323,3210519362.932933,3388705730.3936057,3544158528.3153577,3793091058.185841,4010942246.64209,4206706005.9713883,4364831113.713911,4556957564.819096,4742225186.292964,4900211499.126225,5194562092.768881,5502620027.638531,5855096016.386373,6400949737.480532,6993846863.259043,7501444137.22538,7708135617.455771,7878950588.237335,8276139488.230704,8637942064.380943,8921900521.118546,9464707358.678835,9634325481.736542,9729896589.148455,9698257055.889679,9457426061.925598,9914116143.665298,10353996316.66457,10284873742.34972,11507754000.427237
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,1116375117.6706188,1165944884.649583,1244917732.9204738,1138909192.1397798,1188933090.1727483,1464385642.4445016,1483574423.4739592,1528016143.554529,1538327625.2777088,1471123298.4269123,,,
Seychelles,622529770.1381731,661347854.784018,724860928.1621006,788024374.3944994,798423704.6876436,808435502.5246073,863720619.2360363,983710899.7787913,1078378462.4483726,1114047127.1016357,1156539051.940773,1155736661.132928,1187984776.8220828,1140112358.0232937,1137346862.4419174,1278650726.6418877,1442087155.26813,1635407659.5884297,1630989840.6444798,1623301759.2492416,1740639210.4010317,1916946267.3532228,1904257550.3624892,2012104370.5758429,2255001739.275492,2311182789.0863853,2539687239.3675494,2694789883.121935,2847431312.261249,2987850187.539549,2790312367.627393,2959935893.118496
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,708657978.3378521,660016719.5453906,698811703.388272,779221758.6557412,867052547.8400048,963419197.3151494,1004380845.7101482,1086077320.561596,1164367291.845518,862791054.4300052,917514720.2389765
